Domain,Title,Feed,Category,Status,Score,OG-Images,Content Type,Creative Instance ID,Destination Domains,Channels,Rank,Original_Feed
https://www.makeuseof.com/,MakeUseOf,https://www.makeuseof.com/feed/,Technology,Enabled,,,article,,www.makeuseof.com,Top Sources; Technology,36,https://feeds.feedburner.com/Makeuseof
https://www.cbsnews.com/,CBS News,https://www.cbsnews.com/latest/rss/main,Top News,Enabled,,,article,,www.cbsnews.com,Top Sources; Top News,37,
https://www.lifewire.com/,Lifewire,https://www.lifewire.com/feeds/google-news,Technology,Enabled,,,article,,www.lifewire.com,Top Sources; Technology,38,
https://www.polygon.com/,Polygon,https://www.polygon.com/rss/index.xml,Entertainment,Enabled,,,article,,www.polygon.com,Top Sources; Gaming,39,
https://www.howtogeek.com/,How-To Geek,https://feeds.howtogeek.com/HowToGeek,Technology,Enabled,,,article,,www.reviewgeek.com;www.howtogeek.com,Top Sources; Technology,40,
https://www.zerohedge.com/,Zerohedge,https://feeds.feedburner.com/zerohedge/feed,Business,Enabled,,,article,,www.zerohedge.com,Top Sources; Business,41,
https://www.rollingstone.com/,Rolling Stone,https://www.rollingstone.com/rss,Entertainment,Enabled,,,article,,www.rollingstone.com,Top Sources; Entertainment,42,https://www.rollingstone.com/music/feed/
https://www.gamesradar.com/,Games Radar,https://www.gamesradar.com/rss.xml,Gaming,Enabled,,,article,,www.gamesradar.com,Top Sources; Gaming,43,
https://www.digitaltrends.com/,Digital Trends,https://www.digitaltrends.com/feed/,Technology,Enabled,,,article,,www.digitaltrends.com,Top Sources; Technology,44,
https://variety.com/,Variety,https://www.variety.com/rss,Entertainment,Enabled,,,article,,variety.com,Top Sources; Entertainment,45,https://feeds.feedburner.com/variety/headlines
https://www.latimes.com/,LA Times,https://www.latimes.com/nation/rss2.0.xml,Top News,Enabled,,,article,,www.latimes.com,Top Sources; Top News,46,https://www.latimes.com/local/rss2.0.xml
https://www.verywellhealth.com/,Very Well Health,https://www.verywellhealth.com/feeds/google-news,Health,Enabled,,,article,,www.verywellhealth.com,Top Sources; Health,47,
https://www.tomshardware.com/,Tom's Hardware,https://www.tomshardware.com/feeds/all,Technology,Enabled,,,article,,www.tomshardware.com,Top Sources; Technology,48,
https://www.theatlantic.com/,The Atlantic,https://www.theatlantic.com/feed/all/,Culture,Enabled,,,article,,www.theatlantic.com,Top Sources; Culture,49,https://feeds.feedburner.com/TheAtlantic
https://www.thespruce.com/,The Spruce,https://www.thespruce.com/feeds/google-news,Home,Disabled,,,article,,www.thespruce.com,Home,50,
https://www.rogerebert.com/,Roger Ebert,https://www.rogerebert.com/feed,Entertainment,Disabled,,,article,,www.rogerebert.com,Entertainment,51,
https://www.fool.com/,The Motley Fool,https://www.fool.com/a/feeds/partner/googlechromefollow?apikey=5e092c1f-c5f9-4428-9219-908a47d2e2de,Business,Disabled,,,article,,www.fool.com,Business,52,https://www.fool.com/a/feeds/foolwatch?format=rss2&id=foolwatch&apikey=foolwatch-feed
https://www.nature.com/,Nature,https://feeds.nature.com/nature/rss/current,Science,Disabled,,,article,,www.nature.com,Science,53,
https://www.nasa.gov/,NASA Image of the Day,https://www.nasa.gov/rss/dyn/lg_image_of_the_day.rss,Science,Disabled,,,article,,www.nasa.gov,Science,54,
https://www.bankrate.com/,Bankrate,https://www.bankrate.com/feeds/google-news,Business,Disabled,,,article,,www.bankrate.com,Business,55,
https://www.cbr.com/,CBR,https://www.cbr.com/feed/,Entertainment,Disabled,,,article,,www.cbr.com,Entertainment,56,
https://www.si.com/,Sports Illustrated,https://www.si.com/.rss/full/,Sports,Disabled,,,article,,www.si.com,Sports,57,
https://www.newsweek.com/,Newsweek,https://www.newsweek.com/rss,Top News,Disabled,,,article,,www.newsweek.com,Top News,58,
https://www.frontiersin.org/,Frontiers,https://blog.frontiersin.org/feed/,Science,Disabled,,,article,,blog.frontiersin.org,Science,59,
https://www.caranddriver.com/,Car and Driver,https://www.caranddriver.com/rss/all.xml/,Cars,Disabled,,,article,,www.caranddriver.com,Cars,60,
https://www.sportskeeda.com/,Sportskeeda,https://www.sportskeeda.com/feed,Sports,Disabled,,,article,,www.sportskeeda.com,Sports,61,
https://www.drugs.com/,Drugs.com,https://www.drugs.com/feeds/headline_news.xml,Health,Disabled,,,article,,drugs.com,Health,62,
https://time.com/,Time,https://www.time.com/rss,Top News,Disabled,,,article,,time.com,Top News,63,
https://www.independent.co.uk/,The Independent World News,https://www.independent.co.uk/news/world/rss,World News,Disabled,,,article,,www.independent.co.uk,World News,64,
https://www.hollywoodreporter.com/,Hollywood Reporter,https://www.hollywoodreporter.com/e/live-feed/feed/,Entertainment,Disabled,,,article,,www.hollywoodreporter.com,Entertainment,65,
https://www.edmunds.com/,Edmunds,https://www.edmunds.com/feeds/rss/articles.xml,Cars,Disabled,,,article,,www.edmunds.com,Cars,66,
https://www.thespruceeats.com/,The Spruce Eats,https://www.thespruceeats.com/feeds/google-news,Food,Disabled,,,article,,www.thespruceeats.com,Food,67,
https://www.metacritic.com/,Metacritic,https://www.metacritic.com/rss/features,Entertainment,Disabled,,,article,,www.metacritic.com,Entertainment,68,
https://deadline.com/,Deadline,https://www.deadline.com/rss,Entertainment,Disabled,,,article,,deadline.com,Entertainment,69,https://deadline.com/feed/
https://www.wired.com/,Wired,https://www.wired.com/feed/rss,Technology,Disabled,,,article,,www.wired.com,Technology,70,https://www.wired.com/feed
https://www.vox.com/,Vox,https://www.vox.com/rss/index.xml,Culture,Disabled,,,article,,www.vox.com,Culture,71,
https://www.insider.com/,Insider,https://feeds.insider.com/custom/insider-all,Top News,Disabled,,,article,,www.insider.com,Top News,72,
https://www.foxsports.com/,FOX Sports,https://api.foxsports.com/v2/content/optimized-rss?partnerKey=MB0Wehpmuj2lUhuRhQaafhBjAJqaPU244mlTDK1i&aggregateId=7f83e8ca-6701-5ea0-96ee-072636b67336,Sports,Disabled,,,article,,www.foxsports.com,Sports,73,https://api.foxsports.com/v1/rss
https://www.the-sun.com/,The Sun US Edition,https://www.the-sun.com/feed/,Top News,Disabled,,,article,,www.the-sun.com,Top News,74,
https://dotesports.com/,Dot Esports,https://dotesports.com/feed,Gaming,Disabled,,,article,,dotesports.com,Gaming,75,
https://www.chron.com/,Chron,https://www.chron.com/rss/feed/News-270.php,Top News,Disabled,,,article,,www.chron.com,Top News,76,
https://www.windowscentral.com/,Windows Central,https://www.windowscentral.com/rss.xml,Technology,Disabled,,,article,,www.windowscentral.com,Technology,77,https://feeds.feedburner.com/wmexperts
https://www.pcgamesn.com/,PC GamesN,https://www.pcgamesn.com/mainrss.xml,Gaming,Disabled,,,article,,www.pcgamesn.com,Gaming,78,
https://www.bleacherreport.com/,Bleacher Report,https://www.bleacherreport.com/articles/feed,Sports,Disabled,,,article,,bleacherreport.com,Sports,79,https://bleacherreport.com/articles/feed
https://knowyourmeme.com/,KnowYourMeme,https://knowyourmeme.com/news.rss,Fun,Disabled,,,article,,news.knowyourmeme.com,Fun,80,
https://collider.com/,Collider,https://www.collider.com/feed/,Entertainment,Disabled,,,article,,collider.com,Entertainment,81,
https://pagesix.com/,Page Six,https://pagesix.com/feed/,Entertainment,Disabled,,,article,,nypost.com;pagesix.com,Entertainment,82,
https://www.foxbusiness.com/,FOX Business,https://feeds.foxbusiness.com/foxbusiness/latest,Business,Disabled,,On,article,,www.foxbusiness.com,Business,83,
https://www.thehill.com/,The Hill,https://thehill.com/feed/,Politics,Disabled,,,article,,thehill.com,Politics,84,https://thehill.com/rss/syndicator/19110
https://www.dexerto.com,Dexerto,https://www.dexerto.com/feed,Gaming,Disabled,,,article,,www.dexerto.com,Gaming,85,
https://www.usmagazine.com/,Us Weekly,https://www.usmagazine.com/feed/,Entertainment,Disabled,,,article,,www.usmagazine.com,Entertainment,86,https://www.usmagazine.com/category/entertainment/feed/
https://www.sfgate.com/,SFGate,https://www.sfgate.com/rss/feed/Top-News-Stories-595.php,Top News,Disabled,,,article,,www.sfgate.com,Top News,87,
https://www.buzzfeed.com/,BuzzFeed,https://www.buzzfeed.com/index.xml,Entertainment,Disabled,,,article,,www.buzzfeed.com,Entertainment,88,
https://www.newyorker.com/,The New Yorker,https://www.newyorker.com/feed/everything,Culture,Disabled,,,article,,www.newyorker.com,Culture,89,
https://www.ycombinator.com/,Hacker News,https://news.ycombinator.com/rss,Technology,Disabled,,,article,,news.ycombinator.com,Technology,90,
https://www.alphr.com/,Alphr,https://www.alphr.com/rss,Technology,Disabled,,,article,,www.alphr.com,Technology,91,
https://www.eater.com/,Eater,https://www.eater.com/rss/index.xml,Food,Disabled,,,article,,www.eater.com;sf.eater.com,Food,92,https://feeds.feedburner.com/EaterNational
https://techcrunch.com/,TechCrunch,https://techcrunch.com/feed/,Technology,Disabled,,,article,,techcrunch.com,Technology,93,
https://nymag.com/,New York Magazine,https://feeds.feedburner.com/nymag/intelligencer,Culture,Disabled,,,article,,nymag.com,Culture,94,
https://www.verywellmind.com/,Very Well Mind,https://www.verywellmind.com/feeds/google-news,Health,Disabled,,,article,,www.verywellmind.com,Health,95,
https://www.animenewsnetwork.com/,Anime News Network,https://www.animenewsnetwork.com/all/rss.xml?ann-edition=us,Entertainment,Disabled,,,article,,www.animenewsnetwork.com,Entertainment,96,
https://www.tvinsider.com/,TV Insider,https://www.tvinsider.com/feed/,Entertainment,Disabled,,,article,,www.tvinsider.com,Entertainment,97,
https://www.goodhousekeeping.com/,Good Housekeeping,https://www.goodhousekeeping.com/rss/all,Home,Disabled,,,article,,www.goodhousekeeping.com,Home,98,
https://www.houzz.com/,Houzz,https://feeds.feedburner.com/houzz,Home,Disabled,,,article,,www.houzz.com,Home,99,https://www.houzz.com/getGalleries/featured/out-rss
https://www.biography.com/,Biography,https://www.biography.com/.rss/excerpt/,Culture,Disabled,,,article,,www.biography.com,Culture,100,
https://www.aljazeera.com/,Al Jazeera,https://www.aljazeera.com/xml/rss/all.xml,World News,Disabled,,,article,,www.aljazeera.com,World News,101,
https://www.thedailybeast.com/,The Daily Beast,https://feeds.thedailybeast.com/rss/articles,Politics,Disabled,,,article,,www.thedailybeast.com,Politics,102,https://feeds.feedburner.com/thedailybeast/articles
https://www.tasteofhome.com/,Taste of Home,https://www.tasteofhome.com/feed/,Home,Disabled,,,article,,www.tasteofhome.com,Home,103,
https://www.livescience.com/,Live Science,https://www.livescience.com/feeds/all,Science,Disabled,,,article,,www.livescience.com,Science,104,
https://www.rockpapershotgun.com/,Rock Paper Shotgun,https://www.rockpapershotgun.com/feed,Gaming,Disabled,,,article,,www.rockpapershotgun.com,Gaming,105,
https://www.huffpost.com/,Huffpost,https://www.huffpost.com/section/front-page/feed,Politics,Disabled,,,article,,www.huffpost.com,Politics,106,
https://www.macrumors.com/,MacRumors,https://feeds.macrumors.com/MacRumors-Front,Technology,Disabled,,,article,,macrumors.com,Technology,107,
https://arstechnica.com,Ars Technica,https://feeds.arstechnica.com/arstechnica/index,Science,Disabled,,,article,,arstechnica.com,Science,108,https://feeds.arstechnica.com/arstechnica/science
https://www.politico.com/,Politico,https://rss.politico.com/politics-news.xml,Politics,Disabled,,,article,,www.politico.com,Politics,109,
https://decider.com/,Decider,https://decider.com/feed/,Entertainment,Disabled,,,article,,decider.com,Entertainment,110,
https://www.looper.com/,Looper,https://www.looper.com/feed/rss/,Entertainment,Disabled,,,article,,www.looper.com,Entertainment,111,
https://www.breitbart.com/,Breitbart,https://feeds.feedburner.com/breitbart,Politics,Disabled,,,article,,www.breitbart.com,Politics,112,
https://parade.com/,Parade,https://parade.com/.rss/full/,Culture,Disabled,,,article,,parade.com,Culture,113,
https://www.bobvila.com/,Bob Vila,https://www.bobvila.com/rss,Home,Disabled,,,article,,www.bobvila.com,Home,114,https://www.bobvila.com/rss.xml
https://www.thewindowsclub.com/,The Windows Club,https://www.thewindowsclub.com/feed,Technology,Disabled,,,article,,www.thewindowsclub.com,Technology,115,
https://www.medicinenet.com/,MedicineNet,https://www.medicinenet.com/rss/dailyhealth.xml,Health,Disabled,,,article,,www.medicinenet.com,Health,116,
https://www.allmusic.com/,All Music,https://www.allmusic.com/rss,Entertainment,Disabled,,,article,,www.allmusic.com,Entertainment,117,
https://citizenfreepress.com/,CitizenFreePress,https://citizenfreepress.com/feed/,Politics,Disabled,,,article,,citizenfreepress.com,Politics,118,
https://www.rtings.com/,Rtings,https://www.rtings.com/reviews-rss.xml,Technology,Disabled,,,article,,www.rtings.com,Technology,119,
https://windowsreport.com/,Windows Report,https://feeds.feedburner.com/WindowsReport2,Technology,Disabled,,,article,,windowsreport.com,Technology,120,
https://www.psychologytoday.com/,Psychology Today,https://www.psychologytoday.com/us/front/feed,Health,Disabled,,,article,,www.psychologytoday.com,Health,121,
https://www.androidauthority.com/,Android Authority,https://www.androidauthority.com/feed,Technology,Disabled,,,article,,www.androidauthority.com,Technology,122,
https://thepointsguy.com/,The Points Guy,https://thepointsguy.com/feed/,Travel,Disabled,,,article,,thepointsguy.com,Travel,123,https://feeds.feedburner.com/thepointsguy
https://progameguides.com/,PreGameGuides,https://progameguides.com/feed/,Gaming,Disabled,,,article,,progameguides.com,Gaming,124,
https://www.sportingnews.com/,Sportingnews,https://www.sportingnews.com/rss,Sports,Disabled,,,article,,www.sportingnews.com,Sports,125,
https://www.billboard.com/,Billboard,https://www.billboard.com/rss,Entertainment,Disabled,,,article,,www.billboard.com,Entertainment,126,
https://www.gardeningknowhow.com/,Gardening Know How,https://www.gardeningknowhow.com/rss,Home,Disabled,,,article,,www.gardeningknowhow.com,Home,127,
https://www.vg247.com/,VG247,https://www.vg247.com/feed,Gaming,Disabled,,,article,,www.vg247.com,Gaming,128,
https://www.seriouseats.com/,Serious Eats,https://www.seriouseats.com/feeds/google-news,Food,Disabled,,,article,,www.seriouseats.com,Food,129,https://feeds.seriouseats.com/seriouseatsfeaturesvideos
https://www.indiewire.com/,IndieWire,https://www.indiewire.com/feed/,Entertainment,Disabled,,On,article,,www.indiewire.com,Entertainment,130,
https://seekingalpha.com/,Seeking Alpha,https://seekingalpha.com/feed.xml,Business,Disabled,,,article,,seekingalpha.com,Business,131,
https://theathletic.com/,The Athletic,https://www.theathletic.com/rss-feed/,Sports,Disabled,,,article,,theathletic.com,Sports,132,https://theathletic.com/rss-feed/
https://gamertweak.com/,Gamertweak,https://gamertweak.com/feed/,Gaming,Disabled,,,article,,gamertweak.com,Gaming,133,
https://www.commonsensemedia.org/,Common Sense Media,https://www.commonsensemedia.org/rss.xml,Culture,Disabled,,,article,,www.commonsensemedia.org,Culture,134,
https://www.delish.com/,Delish,https://www.delish.com/rss/all,Food,Disabled,,,article,,www.delish.com,Food,135,
https://www.spiceworks.com/,Spiceworks,https://www.spiceworks.com/feed/,Technology,Disabled,,,article,,www.spiceworks.com,Technology,136,
https://www.zdnet.com/,ZDNet,https://www.zdnet.com/news/rss.xml,Technology,Disabled,,,article,,www.zdnet.com,Technology,137,
https://www.howstuffworks.com/,HowStuffWorks,https://syndication.howstuffworks.com/rss/HSW,Culture,Disabled,,,article,,money.howstuffworks.com;home.howstuffworks.com;recipes.howstuffworks.com;science.howstuffworks.com;entertainment.howstuffworks.com;animals.howstuffworks.com;history.howstuffworks.com;lifestyle.howstuffworks.com;people.howstuffworks.com;health.howstuffworks.com;adventure.howstuffworks.com,Culture,138,
https://mashable.com,Mashable,https://mashable.com/feeds/rss/all,Technology,Disabled,,On,article,,mashable.com,Technology,139,https://feeds.mashable.com/Mashable
https://www.rawstory.com/,RawStory,https://www.rawstory.com/feeds/feed.rss,Politics,Disabled,,,article,,www.rawstory.com,Politics,140,
https://www.smithsonianmag.com/,Smithsonian Magazine,https://www.smithsonianmag.com/rss/latest_articles,Science,Disabled,,,article,,www.smithsonianmag.com,Science,141,https://feeds.feedburner.com/smithsonianmag/science-nature
https://theconversation.com/,The Conversation,https://www.theconversation.com/us/home-page/articles.atom,Culture,Disabled,,,article,,theconversation.com,Culture,142,
https://www.tmz.com/,TMZ,https://www.tmz.com/rss.xml,Entertainment,Disabled,,,article,,www.tmz.com,Entertainment,143,
https://www.space.com/,Space.com,https://www.space.com/feeds/all,Science,Disabled,,,article,,www.space.com,Science,144,
https://www.inverse.com/,Inverse,https://www.inverse.com/rss,Science,Disabled,,,article,,www.inverse.com,Science,145,
https://www.timeout.com/,Timeout,https://www.timeout.com/feed.rss,Entertainment,Disabled,,,article,,www.timeout.com,Entertainment,146,
https://www.gamepur.com/,Gamepur,https://www.gamepur.com/feed,Gaming,Disabled,,,article,,www.gamepur.com,Gaming,147,
https://gamerescape.com,Gamer Escape,https://gamerescape.com/feed/,Gaming,Disabled,,,article,,gamerescape.com,Gaming,148,
https://pitchfork.com/,Pitchfork,https://pitchfork.com/feed/feed-news/rss,Entertainment,Disabled,,,article,,pitchfork.com,Entertainment,149,
https://www.vanityfair.com/,Vanity Fair,https://www.vanityfair.com/rss,Culture,Disabled,,,article,,www.vanityfair.com,Culture,150,https://www.vanityfair.com/feed/rss
https://www.denofgeek.com/,Den of Geek,https://www.denofgeek.com/feed/,Gaming,Disabled,,,article,,www.denofgeek.com,Gaming,151,
https://comicbook.com/,Comicbook,https://www.comicbook.com/rss,Gaming,Disabled,,,article,,comicbook.com,Gaming,152,
https://www.cheatsheet.com/,Showbiz Cheat Sheet,https://www.cheatsheet.com/feed/,Entertainment,Disabled,,,article,,www.cheatsheet.com,Entertainment,153,
https://www.cosmopolitan.com/,Cosmopolitan,https://www.cosmopolitan.com/rss,Fashion,Disabled,,,article,,www.cosmopolitan.com,Fashion,154,
https://www.thekitchn.com/,Kitchn,https://www.thekitchn.com/main.rss,Food,Disabled,,,article,,www.thekitchn.com,Food,155,https://feeds.feedburner.com/apartmenttherapy/thekitchn
https://www.esquire.com/,Esquire,https://www.esquire.com/rss/all,Fashion,Disabled,,,article,,www.esquire.com,Fashion,156,https://www.esquire.com/rss/style.xml/
https://www.thegatewaypundit.com/,The Gateway Pundit,https://www.thegatewaypundit.com/feed/,Politics,Disabled,,,article,,www.thegatewaypundit.com,Politics,157,
https://www.techspot.com/,Techspot,https://www.techspot.com/backend.xml,Technology,Disabled,,,article,,www.techspot.com,Technology,158,
https://www.nme.com/,NME,https://www.nme.com/feed,Entertainment,Disabled,,,article,,www.nme.com,Entertainment,159,
https://www.hitc.com/,HITC,https://www.hitc.com/feed/,Entertainment,Disabled,,,article,,www.hitc.com,Entertainment,160,
https://www.menshealth.com/,Men's Health,https://www.menshealth.com/rss,Health,Disabled,,,article,,www.menshealth.com,Health,161,https://www.menshealth.com/rss/all.xml/
https://www.fanbyte.com/,Fanbyte,https://www.fanbyte.com/rss,Gaming,Disabled,,,article,,www.fanbyte.com,Gaming,162,
https://www.theepochtimes.com/,The Epoch Times,https://www.theepochtimes.com/c-us/feed,Politics,Disabled,,,article,,www.theepochtimes.com,Top News,163,
https://www.familyhandyman.com/,Familyhandyman,https://www.familyhandyman.com/feed/,Home,Disabled,,,article,,www.familyhandyman.com,Home,164,
https://www.fortune.com/,Fortune,https://www.fortune.com/rss,Business,Disabled,,,article,,fortune.com,Business,165,https://fortune.com/feed/
https://www.bustle.com/,Bustle,https://www.bustle.com/rss,Entertainment,Disabled,,,article,,www.bustle.com,Entertainment,166,
https://www.pcworld.com/,PCWorld,https://www.pcworld.com/feed,Technology,Disabled,,,article,,www.pcworld.com,Technology,167,
https://www.engadget.com/,Engadget,https://www.engadget.com/rss.xml,Technology,Disabled,,,article,,www.engadget.com,Technology,168,https://www.engadget.com/rss-full.xml
https://www.foodandwine.com/,Food & Wine Magazine,https://www.foodandwine.com/feeds/google-news,Food,Disabled,,,article,,foodandwine.com,Food,169,
https://www.rd.com/,Reader's Digest,https://www.rd.com/feed/,Health,Disabled,,,article,,www.rd.com,Health,170,
https://www.thewrap.com/,The Wrap,https://www.thewrap.com/feed/,Entertainment,Disabled,,,article,,www.thewrap.com,Entertainment,171,
https://www.byrdie.com/,Byrdie,https://www.byrdie.com/feeds/google-news,Health,Disabled,,,article,,www.byrdie.com,Health,172,
https://www.dailywire.com/,Dailywire,https://www.dailywire.com/rss.xml,Politics,Disabled,,,article,,www.dailywire.com,Politics,173,
https://www.pushsquare.com/,Push Square,https://www.pushsquare.com/feeds/latest,Gaming,Disabled,,,article,,www.pushsquare.com,Gaming,174,
https://www.imore.com/,iMore,https://www.imore.com/rss.xml,Technology,Disabled,,,article,,www.imore.com,Technology,175,
https://www.eonline.com/,E! Online,https://www.eonline.com/rss,Entertainment,Disabled,,,article,,www.eonline.com,Entertainment,176,https://syndication.eonline.com/syndication/feeds/rssfeeds/topstories.xml
https://www.apa.org/,American Psychological Association,https://www.apa.org/news/apa/rss.xml,Health,Disabled,,,article,,www.apa.org,Health,177,
https://www.scientificamerican.com/,Scientific American,https://rss.sciam.com/ScientificAmerican-Global,Science,Disabled,,,article,,www.scientificamerican.com,Science,178,
https://9to5mac.com,9to5Mac,https://9to5mac.com/feed/,Technology,Disabled,,,article,,9to5mac.com,Technology,179,
https://www.simplyrecipes.com/,Simply Recipes,https://www.simplyrecipes.com/rss,Food,Disabled,,,article,,www.simplyrecipes.com,Food,180,https://www.simplyrecipes.com/feeds/google-news
https://www.nintendolife.com/,Nintendo Life,https://www.nintendolife.com/feeds/latest,Gaming,Disabled,,,article,,www.nintendolife.com,Gaming,181,
https://www.verywellfit.com/,Very Well Fit,https://www.verywellfit.com/feeds/google-news,Health,Disabled,,,article,,www.verywellfit.com,Health,182,
https://www.slate.com/,Slate,https://www.slate.com/rss,Culture,Disabled,,,article,,slate.com,Culture,183,https://slate.com/feeds/all.rss
https://appuals.com/,Appuals,https://appuals.com/feed/,Technology,Disabled,,,article,,appuals.com,Technology,184,
https://hbr.org/,Harvard Business Review,https://feeds.hbr.org/harvardbusiness/,Business,Disabled,,,article,,hbr.org,Business,185,https://feeds.harvardbusiness.org/harvardbusiness/
https://www.vice.com/,VICE,https://www.vice.com/rss,Culture,Disabled,,,article,,www.vice.com,Culture,186,https://www.vice.com/en/rss?locale=en_us
